gebiet_id;gebiet_name;gebiet_typ;gemeinde_name;CSU_stimmen;CSU_anteil;FREIE WÄHLER/FWO_stimmen;FREIE WÄHLER/FWO_anteil;AfD_stimmen;AfD_anteil;GRÜNE_stimmen;GRÜNE_anteil;SPD_stimmen;SPD_anteil;ÖDP_stimmen;ÖDP_anteil;BP_stimmen;BP_anteil
097771310001;Urnenwahl Görisried;stimmbezirk;Gemeinde Görisried;5892;35,1;2622;15,6;4415;26,3;1661;9,9;902;5,4;144;0,9;213;1,3
09777168;09777168 - Gemeinde Rückholz;gemeinde;Gemeinde Rückholz;8509;32,1;6690;25,2;3806;14,3;2889;10,9;887;3,3;845;3,2;272;1,0
097771590013;Briefwahlbezirk 3;briefwahlbezirk;Gemeinde Pfronten;13878;45,1;3695;12,0;2836;9,2;4573;14,9;2693;8,7;714;2,3;77;0,3
097771790001;Wald 1;stimmbezirk;Gemeinde Wald;5530;36,2;4550;29,8;2627;17,2;1440;9,4;297;1,9;157;1,0;194;1,3
097771690011;Briefwahl 1;briefwahlbezirk;Gemeinde Schwangau;4588;41,0;2397;21,4;592;5,3;1164;10,4;1082;9,7;227;2,0;70;0,6
097771680011;Rückholz 11;briefwahlbezirk;Gemeinde Rückholz;4822;31,6;4163;27,2;1702;11,1;1508;9,9;584;3,8;511;3,3;167;1,1
097771210028;0028 Gymnasium Buchloe, EG Zimmer 014;briefwahlbezirk;Stadt Buchloe;7291;38,3;2905;15,3;1131;5,9;3207;16,9;1766;9,3;278;1,5;125;0,7
09777147;Gemeinde Lechbruck am See;gemeinde;Gemeinde Lechbruck am See;25321;36,4;16680;24,0;10260;14,7;6378;9,2;3708;5,3;1453;2,1;583;0,8
097771540001;Obg - Stimmbezirk I;stimmbezirk;Markt Obergünzburg;1351;14,1;2462;25,7;3073;32,0;1727;18,0;647;6,7;25;0,3;39;0,4
097771550001;Stimmbezirk 1 (Oberostendorf, Unterostendorf, Gutenberg, Lengenfeld);stimmbezirk;Gemeinde Oberostendorf;8150;40,6;2502;12,5;4458;22,2;2658;13,2;987;4,9;265;1,3;122;0,6
097771440011;Briefwahl Kraftisried;briefwahlbezirk;Gemeinde Kraftisried;3158;30,1;4166;39,8;957;9,1;1087;10,4;252;2,4;96;0,9;123;1,2
097771120202;Mittelschule Biessenhofen;stimmbezirk;Gemeinde Biessenhofen;2531;30,4;1649;19,8;1807;21,7;1014;12,2;672;8,1;77;0,9;63;0,8
097771510039;Mittelschule, Klassenzimmer 105, OG;briefwahlbezirk;Stadt Marktoberdorf;6903;34,9;5260;26,6;1767;8,9;2366;12,0;2090;10,6;305;1,5;405;2,0
09777151;Stadt Marktoberdorf;gemeinde;Stadt Marktoberdorf;148334;30,6;137590;28,4;57629;11,9;60465;12,5;41494;8,6;8529;1,8;10083;2,1
097771510042;Mittelschule, Klassenzimmer 102, OG;briefwahlbezirk;Stadt Marktoberdorf;6474;34,5;4874;26,0;1544;8,2;1972;10,5;2042;10,9;343;1,8;545;2,9
097771400005;0005 Kindertagesstätte Weinhausen;stimmbezirk;Gemeinde Jengen;1709;35,1;1487;30,5;546;11,2;575;11,8;304;6,2;163;3,3;9;0,2
097771300002;Obergermaringen Süd;stimmbezirk;Gemeinde Germaringen;4851;42,0;1831;15,9;1616;14,0;1594;13,8;635;5,5;54;0,5;100;0,9
097771210008;0008 Kolpinghaus Buchloe - Bürgerstube;stimmbezirk;Stadt Buchloe;2814;36,2;1129;14,5;1581;20,3;1162;14,9;477;6,1;106;1,4;64;0,8
097771690012;Briefwahl 2;briefwahlbezirk;Gemeinde Schwangau;4786;40,6;2404;20,4;695;5,9;1869;15,8;961;8,1;86;0,7;74;0,6
097771210024;0024 Gymnasium Buchloe, EG Zimmer 006;briefwahlbezirk;Stadt Buchloe;6583;36,4;3026;16,7;1700;9,4;2401;13,3;1966;10,9;85;0,5;144;0,8
097771290037;Rathaus - Museumskasse;briefwahlbezirk;Stadt Füssen;6636;42,7;2061;13,3;1013;6,5;2765;17,8;1659;10,7;237;1,5;61;0,4
097771670401;Gemeindekanzlei Ruderatshofen;stimmbezirk;Gemeinde Ruderatshofen;3023;28,3;3106;29,1;1984;18,6;1373;12,9;501;4,7;18;0,2;79;0,7
097771640003;Briefwahl Rieden;briefwahlbezirk;Gemeinde Rieden;6727;37,9;4454;25,1;2409;13,6;1406;7,9;784;4,4;302;1,7;200;1,1
097771510035;Mittelschule, Klassenzimmer 028, EG;briefwahlbezirk;Stadt Marktoberdorf;6387;31,3;6449;31,6;1418;6,9;2564;12,6;1979;9,7;168;0,8;579;2,8
09777000;Landkreis Ostallgäu;kreis;Landkreis Ostallgäu;1457640;37,3;834289;21,3;521561;13,3;502825;12,9;243364;6,2;70574;1,8;31925;0,8
097771290021;Rathaus - kl. Sitzungssaal A.101;briefwahlbezirk;Stadt Füssen;4960;40,2;1530;12,4;879;7,1;2516;20,4;1347;10,9;269;2,2;39;0,3
097771510015;Mehrzweckhalle Sulzschneid, EG 103;stimmbezirk;Stadt Marktoberdorf;1539;26,0;2116;35,7;1138;19,2;346;5,8;204;3,4;0;0,0;425;7,2
097771380011;Günzach - Stimmbezirk XI;briefwahlbezirk;Gemeinde Günzach;5369;22,7;9857;41,6;3506;14,8;2783;11,8;724;3,1;81;0,3;152;0,6
097771210012;0012 Musikerheim Lindenberg;stimmbezirk;Stadt Buchloe;3970;32,4;1045;8,5;3680;30,1;1865;15,2;725;5,9;19;0,2;9;0,1
097771720002;Stimmbezirk 2 (Thalhofen);stimmbezirk;Gemeinde Stöttwang;3934;48,4;1407;17,3;1249;15,4;1084;13,3;239;2,9;76;0,9;68;0,8
097771730002;Trauchgau;stimmbezirk;Gemeinde Halblech;8040;43,0;3722;19,9;3969;21,2;1621;8,7;575;3,1;323;1,7;24;0,1
097771290001;Rathaus Kommunaler Ordnungsdienst;stimmbezirk;Stadt Füssen;4422;36,7;741;6,1;1961;16,3;2459;20,4;904;7,5;229;1,9;102;0,8
097771110102;Vereinshaus Scharpf Huttenwang;stimmbezirk;Gemeinde Aitrang;2701;40,3;1642;24,5;992;14,8;683;10,2;375;5,6;11;0,2;44;0,7
097771280001;Friesenried-Salenwang;stimmbezirk;Gemeinde Friesenried;6377;31,4;4908;24,2;3128;15,4;2810;13,9;738;3,6;1193;5,9;114;0,6
09777171;09777171 - Gemeinde Stötten a.Auerberg;gemeinde;Gemeinde Stötten a.Auerberg;22621;39,6;12428;21,8;7041;12,3;7092;12,4;2994;5,2;1245;2,2;1021;1,8
09777167;09777167 - Gemeinde Ruderatshofen;gemeinde;Gemeinde Ruderatshofen;20171;37,4;15718;29,2;7557;14,0;4347;8,1;2545;4,7;410;0,8;584;1,1
097771700011;Seeg 11;briefwahlbezirk;Gemeinde Seeg;11271;37,6;6818;22,7;3214;10,7;2685;8,9;1673;5,6;952;3,2;330;1,1
097771710011;Briefwahl Rathaus;briefwahlbezirk;Gemeinde Stötten a.Auerberg;7824;39,6;4632;23,4;2451;12,4;1984;10,0;1131;5,7;426;2,2;440;2,2
097771510003;Kindergarten an der Buchel, Gruppenr. EG;stimmbezirk;Stadt Marktoberdorf;2488;21,1;2780;23,5;2778;23,5;1638;13,9;1258;10,7;114;1,0;182;1,5
097771300014;Briefwahlbezirk 4;briefwahlbezirk;Gemeinde Germaringen;7560;44,8;2973;17,6;2287;13,6;1951;11,6;838;5,0;349;2,1;123;0,7
09777130;Gemeinde Germaringen;gemeinde;Gemeinde Germaringen;50151;45,4;17591;15,9;16417;14,9;12629;11,4;4658;4,2;2027;1,8;566;0,5
097775755;Verwaltungsgemeinschaft Unterthingau;verbandsgemeinde;Verwaltungsgemeinschaft Unterthingau;;;;;;;;;;;;;;
097771210004;0004 Comenius-Grundschule Buchloe, Aula 2;stimmbezirk;Stadt Buchloe;2431;31,9;714;9,4;1853;24,3;1147;15,0;523;6,9;84;1,1;24;0,3
097771410012;Stimmbezirk 12 (Briefwahl);briefwahlbezirk;Markt Kaltental;8344;58,0;2042;14,2;981;6,8;1720;12,0;350;2,4;368;2,6;82;0,6
097771210005;0005 Mittelschule Buchloe, Aula 1;stimmbezirk;Stadt Buchloe;3738;37,1;1208;12,0;1485;14,7;1784;17,7;962;9,5;194;1,9;51;0,5
097771510002;Sankt-Martin-Grundschule, Nebeneingang Kurfürstenstraße;stimmbezirk;Stadt Marktoberdorf;2768;24,8;2485;22,3;2793;25,0;1572;14,1;912;8,2;89;0,8;90;0,8
09777131;09777131 - Gemeinde Görisried;gemeinde;Gemeinde Görisried;15636;38,1;6897;16,8;6931;16,9;5374;13,1;1909;4,7;534;1,3;522;1,3
097775754;Verwaltungsgemeinschaft Obergünzburg;verbandsgemeinde;Verwaltungsgemeinschaft Obergünzburg;;;;;;;;;;;;;;
09777166;09777166 - Gemeinde Roßhaupten;gemeinde;Gemeinde Roßhaupten;28986;46,4;11072;17,7;6403;10,3;5973;9,6;3691;5,9;1212;1,9;458;0,7
097771530011;Briefwahl - Alpspitzhalle - Halle;briefwahlbezirk;Markt Nesselwang;12970;36,0;7022;19,5;1978;5,5;5992;16,6;2635;7,3;1422;3,9;148;0,4
09777170;09777170 - Gemeinde Seeg;gemeinde;Gemeinde Seeg;27550;34,4;17819;22,2;10238;12,8;7982;10,0;3893;4,9;4424;5,5;736;0,9
097771520011;Briefwahlbezirk 1;briefwahlbezirk;Gemeinde Mauerstetten;9460;46,4;3853;18,9;1827;9,0;2848;14,0;955;4,7;253;1,2;103;0,5
097771720003;Stimmbezirk 3 (Linden);stimmbezirk;Gemeinde Stöttwang;2054;33,7;904;14,8;1256;20,6;1068;17,5;382;6,3;72;1,2;51;0,8
097771210013;0013 Pfarrheim Lindenberg;stimmbezirk;Stadt Buchloe;3747;33,1;1136;10,0;2215;19,6;2557;22,6;846;7,5;151;1,3;23;0,2
097771110103;Jugendraum Turnhalle Aitrang;stimmbezirk;Gemeinde Aitrang;3645;30,3;2340;19,5;3233;26,9;1587;13,2;432;3,6;60;0,5;53;0,4
097771510014;Kindergarten Rieder, Gruppenraum EG;stimmbezirk;Stadt Marktoberdorf;2591;35,1;2220;30,1;733;9,9;899;12,2;531;7,2;171;2,3;141;1,9
097771350001;Hopferau 1;stimmbezirk;Gemeinde Hopferau;3846;29,4;3828;29,3;2771;21,2;1049;8,0;391;3,0;93;0,7;64;0,5
097771240011;Briefwahl Eggenthal;briefwahlbezirk;Gemeinde Eggenthal;10157;43,2;5733;24,4;2260;9,6;2320;9,9;638;2,7;436;1,9;222;0,9
097771250011;Eisenberg 11;briefwahlbezirk;Gemeinde Eisenberg;8538;44,9;4101;21,6;1705;9,0;2040;10,7;916;4,8;303;1,6;52;0,3
097771510034;Mittelschule, Klassenzimmer 002, EG;briefwahlbezirk;Stadt Marktoberdorf;6278;30,9;6473;31,9;1450;7,1;2441;12,0;1911;9,4;254;1,3;423;2,1
097771210025;0025 Gymnasium Buchloe, EG Zimmer 011;briefwahlbezirk;Stadt Buchloe;6662;36,4;3209;17,5;1888;10,3;2404;13,1;1926;10,5;468;2,6;92;0,5
097771290036;Rathaus - Personalverwaltung;briefwahlbezirk;Stadt Füssen;3776;43,5;1140;13,1;1032;11,9;849;9,8;1301;15,0;188;2,2;26;0,3
097771690013;Briefwahl 3;briefwahlbezirk;Gemeinde Schwangau;5005;41,0;2481;20,3;731;6,0;1352;11,1;1557;12,7;57;0,5;18;0,1
097771210009;0009 Meinrad-Spieß-Grundschule 1;stimmbezirk;Stadt Buchloe;3919;31,0;1386;11,0;3048;24,1;1640;13,0;1184;9,4;208;1,6;84;0,7
097771590011;Briefwahlbezirk 1;briefwahlbezirk;Gemeinde Pfronten;11910;42,6;3825;13,7;2154;7,7;4514;16,1;1902;6,8;1208;4,3;82;0,3
097771490001;Lengenwang 1;stimmbezirk;Gemeinde Lengenwang;6725;39,6;3755;22,1;4115;24,2;961;5,7;566;3,3;118;0,7;106;0,6
097771820011;Stimmbezirk 11 (Briefwahl);briefwahlbezirk;Gemeinde Westendorf;8579;47,9;2752;15,4;3142;17,5;1449;8,1;883;4,9;270;1,5;128;0,7
097771770021;0021 Briefwahl Waal 1 - Gymnasium Buchloe, EG Zimmer 022;briefwahlbezirk;Markt Waal;6193;39,4;3260;20,7;1568;10,0;2003;12,7;649;4,1;295;1,9;110;0,7
097771300003;Untergermaringen;stimmbezirk;Gemeinde Germaringen;4177;39,0;1595;14,9;1831;17,1;1467;13,7;735;6,9;360;3,4;23;0,2
097771400004;0004 Dorfgemeinschaftshaus Weicht;stimmbezirk;Gemeinde Jengen;2883;39,8;1647;22,8;1619;22,4;438;6,1;167;2,3;166;2,3;21;0,3
097771510043;Mittelschule, Klassenzimmer 101, OG;briefwahlbezirk;Stadt Marktoberdorf;5802;30,9;5624;30,0;1609;8,6;2046;10,9;1862;9,9;205;1,1;578;3,1
097771110011;Briefwahlbezirk 1 Aitrang;briefwahlbezirk;Gemeinde Aitrang;14708;38,3;9468;24,7;5194;13,5;4010;10,4;2388;6,2;657;1,7;318;0,8
097771510038;Mittelschule, Klassenzimmer 106, OG;briefwahlbezirk;Stadt Marktoberdorf;6085;31,7;6126;31,9;1153;6,0;2289;11,9;1915;10,0;368;1,9;433;2,3
097771120203;Tunrhalle Ebenhofen;stimmbezirk;Gemeinde Biessenhofen;4924;34,3;3505;24,4;2599;18,1;2038;14,2;492;3,4;75;0,5;92;0,6
097771770001;0001 Gemeindehaus Waal;stimmbezirk;Markt Waal;3063;35,6;781;9,1;1008;11,7;1705;19,8;515;6,0;433;5,0;33;0,4
097771760001;Untrasried - Stimmbezirk I;stimmbezirk;Gemeinde Untrasried;6556;38,9;4432;26,3;2389;14,2;2026;12,0;538;3,2;384;2,3;75;0,4
097771660011;Briefwahl;briefwahlbezirk;Gemeinde Roßhaupten;19123;48,0;7591;19,1;2904;7,3;3049;7,7;2615;6,6;932;2,3;332;0,8
09777111;09777111 - Gemeinde Aitrang;gemeinde;Gemeinde Aitrang;25391;36,8;15780;22,9;11342;16,5;7845;11,4;3675;5,3;1012;1,5;451;0,7
097771120022;Briefwahlbezirk 2 Biessenhofen;briefwahlbezirk;Gemeinde Biessenhofen;11991;31,9;11682;31,1;4245;11,3;4677;12,5;1683;4,5;869;2,3;407;1,1
097771750012;Briefwahl Unterthingau 2;briefwahlbezirk;Markt Unterthingau;7858;35,9;6619;30,2;2258;10,3;2161;9,9;1321;6,0;367;1,7;192;0,9
097771210029;0029 Gymnasium Buchloe, EG Zimmer 036;briefwahlbezirk;Stadt Buchloe;7472;40,7;2858;15,6;1018;5,5;2156;11,7;1487;8,1;264;1,4;86;0,5
097771210022;0022 Gymnasium Buchloe, EG Zimmer 003;briefwahlbezirk;Stadt Buchloe;6957;37,8;3501;19,0;954;5,2;2592;14,1;1504;8,2;325;1,8;128;0,7
097771290031;Rathaus - Bibliothek Kinderbibliothek;briefwahlbezirk;Stadt Füssen;7499;47,0;1576;9,9;1432;9,0;1858;11,7;1899;11,9;504;3,2;39;0,2
097771750003;Urnenwahl Reinhardsried;stimmbezirk;Markt Unterthingau;2359;32,7;1835;25,4;1679;23,3;817;11,3;201;2,8;25;0,3;0;0,0
097771510033;Mittelschule, Klassenzimmer 003, EG;briefwahlbezirk;Stadt Marktoberdorf;6051;31,9;5218;27,5;1201;6,3;2652;14,0;1490;7,9;635;3,3;518;2,7
097771440001;Urnenwahl Kraftisried;stimmbezirk;Gemeinde Kraftisried;4420;31,5;4648;33,1;2595;18,5;1349;9,6;461;3,3;40;0,3;38;0,3
097771450001;0001 Dorfhaus Lamerdingen;stimmbezirk;Gemeinde Lamerdingen;4505;34,0;2912;22,0;3068;23,2;1110;8,4;737;5,6;81;0,6;87;0,7
;Gemeinde Mauerstetten;gemeinde;Gemeinde Mauerstetten;47578;45,3;17618;16,8;13024;12,4;14519;13,8;5571;5,3;1485;1,4;465;0,4
097771540011;Obergünzburg - Stimmbezirk XI;briefwahlbezirk;Markt Obergünzburg;6508;28,2;9251;40,1;1432;6,2;3856;16,7;937;4,1;161;0,7;81;0,4
097771550011;Stimmbezirk 11 (Briefwahl);briefwahlbezirk;Gemeinde Oberostendorf;5161;45,7;1822;16,1;1609;14,2;1156;10,2;506;4,5;158;1,4;42;0,4
097771290027;Rathaus - Standesamt B.101;briefwahlbezirk;Stadt Füssen;1827;32,0;623;10,9;585;10,3;1008;17,7;985;17,3;78;1,4;15;0,3
097771510013;Benefiziatenhaus Leuterschach;stimmbezirk;Stadt Marktoberdorf;3487;26,1;3396;25,4;2756;20,6;1940;14,5;523;3,9;344;2,6;288;2,2
097771450021;0021 Briefwahl Lamerdingen 1 - Gymnasium Buchloe, EG Zimmer 020;briefwahlbezirk;Gemeinde Lamerdingen;6993;38,5;3822;21,0;2226;12,3;2303;12,7;934;5,1;225;1,2;76;0,4
097771210014;0014 Vereinsheim Honsolgen;stimmbezirk;Stadt Buchloe;3321;31,9;1813;17,4;2634;25,3;1340;12,9;633;6,1;135;1,3;30;0,3
097771290007;Realschule Zimmer 013;stimmbezirk;Stadt Füssen;3514;35,9;1027;10,5;1671;17,1;1485;15,2;1623;16,6;131;1,3;6;0,1
09777177;09777177 - Markt Waal;gemeinde;Markt Waal;25950;36,8;12480;17,7;8229;11,7;11151;15,8;4403;6,2;1620;2,3;406;0,6
097771690002;Vereinshaus;stimmbezirk;Gemeinde Schwangau;4642;36,7;2675;21,1;2461;19,5;887;7,0;1231;9,7;214;1,7;20;0,2
097771510005;Berufsschule, Aula;stimmbezirk;Stadt Marktoberdorf;3400;32,0;2714;25,6;707;6,7;1618;15,2;1242;11,7;374;3,5;51;0,5
097771300012;Briefwahlbezirk 2;briefwahlbezirk;Gemeinde Germaringen;8781;49,4;3162;17,8;2342;13,2;1497;8,4;361;2,0;426;2,4;77;0,4
097775753;Verwaltungsgemeinschaft Eggenthal;verbandsgemeinde;Verwaltungsgemeinschaft Eggenthal;;;;;;;;;;;;;;
097771210002;0002 Kolpinghaus Buchloe - Kolpingsaal;stimmbezirk;Stadt Buchloe;1936;26,7;1511;20,8;1397;19,3;961;13,2;477;6,6;204;2,8;113;1,6
097771290011;Turnhalle Weißensee;stimmbezirk;Stadt Füssen;2905;43,0;1031;15,2;1210;17,9;631;9,3;614;9,1;74;1,1;30;0,4
097771140002;Lauchdorf-Großried;stimmbezirk;Gemeinde Baisweil;2681;32,3;2281;27,5;2112;25,5;500;6,0;98;1,2;284;3,4;37;0,4
09777141;09777141 - Markt Kaltental;gemeinde;Markt Kaltental;29705;52,4;7925;14,0;7136;12,6;7114;12,5;1584;2,8;976;1,7;222;0,4
097771540007;Obg - Stimmbezirk VII;stimmbezirk;Markt Obergünzburg;945;21,4;1867;42,3;660;15,0;658;14,9;27;0,6;17;0,4;24;0,5
097771120204;Pfarrheim Biessenhofen;stimmbezirk;Gemeinde Biessenhofen;3055;32,7;1695;18,1;2324;24,9;1004;10,8;486;5,2;360;3,9;12;0,1
097771670041;Briefwahlbezirk 1 Ruderatshofen;briefwahlbezirk;Gemeinde Ruderatshofen;9990;37,0;8486;31,5;3541;13,1;1748;6,5;1372;5,1;178;0,7;353;1,3
09777157;09777157 - Gemeinde Osterzell;gemeinde;Gemeinde Osterzell;8651;38,1;3302;14,5;4948;21,8;2561;11,3;1492;6,6;203;0,9;153;0,7
097771700001;Seeg 1;stimmbezirk;Gemeinde Seeg;4781;30,1;2645;16,7;3189;20,1;1835;11,6;528;3,3;1425;9,0;167;1,1
097771710001;Mehrzweckhalle;stimmbezirk;Gemeinde Stötten a.Auerberg;9248;39,0;4469;18,9;3416;14,4;3524;14,9;1112;4,7;550;2,3;327;1,4
097771510044;Mittelschule, Klassenzimmer 127, OG;briefwahlbezirk;Stadt Marktoberdorf;6321;31,7;5883;29,5;1401;7,0;2519;12,6;1713;8,6;562;2,8;521;2,6
097775749;Verwaltungsgemeinschaft Pforzen;verbandsgemeinde;Verwaltungsgemeinschaft Pforzen;;;;;;;;;;;;;;
097771410003;Stimmbezirk 3 (Frankenhofen);stimmbezirk;Markt Kaltental;4260;54,5;998;12,8;914;11,7;945;12,1;210;2,7;291;3,7;9;0,1
097771400003;0003 Eurishofen/Ummenhofen - Feuerwehrhaus Ummenhofen;stimmbezirk;Gemeinde Jengen;2857;45,1;1265;20,0;941;14,9;683;10,8;244;3,9;84;1,3;42;0,7
097771300004;Ketterschwang;stimmbezirk;Gemeinde Germaringen;3137;45,2;967;13,9;1207;17,4;825;11,9;110;1,6;215;3,1;0;0,0
097771280011;Briefwahl Friesenried;briefwahlbezirk;Gemeinde Friesenried;7214;37,7;4829;25,2;1448;7,6;2639;13,8;770;4,0;387;2,0;115;0,6
097771720012;Stimmbezirk 12 (Briefwahl);briefwahlbezirk;Gemeinde Stöttwang;5715;39,6;2640;18,3;1667;11,5;1992;13,8;930;6,4;373;2,6;38;0,3
097771730012;Briefwahl 2;briefwahlbezirk;Gemeinde Halblech;11237;45,5;4712;19,1;2785;11,3;3097;12,5;917;3,7;156;0,6;163;0,7
097771390001;Grundschule Irsee-Pausenhalle-;stimmbezirk;Markt Irsee;8188;30,5;3960;14,8;3723;13,9;7508;28,0;1440;5,4;403;1,5;105;0,4
097771380001;Günzach - Stimmbezirk I;stimmbezirk;Gemeinde Günzach;3410;22,7;4746;31,6;3972;26,5;1691;11,3;218;1,5;195;1,3;37;0,2
09777182;09777182 - Gemeinde Westendorf;gemeinde;Gemeinde Westendorf;25645;42,4;10900;18,0;11866;19,6;5013;8,3;2463;4,1;642;1,1;557;0,9
097771690014;Briefwahl 4;briefwahlbezirk;Gemeinde Schwangau;4858;42,3;3156;27,5;495;4,3;1179;10,3;664;5,8;184;1,6;42;0,4
097771510009;Familienzentrum St. Magnus, EG Bistro;stimmbezirk;Stadt Marktoberdorf;2408;21,3;2547;22,6;3290;29,2;1360;12,1;834;7,4;50;0,4;174;1,5
097771690015;Briefwahl 5;briefwahlbezirk;Gemeinde Schwangau;4397;37,2;3064;25,9;844;7,1;1586;13,4;635;5,4;123;1,0;43;0,4
097771510008;Adalbert-Stifter-Schule, Eingang Ost, Zimmer 020;stimmbezirk;Stadt Marktoberdorf;3043;24,4;2647;21,2;3297;26,4;1654;13,2;921;7,4;271;2,2;161;1,3
097771530001;Alpspitzhalle - Saal;stimmbezirk;Markt Nesselwang;5535;36,5;2550;16,8;2839;18,7;1910;12,6;737;4,9;269;1,8;118;0,8
097771520001;Stimmbezirk 1 Mauerstetten;stimmbezirk;Gemeinde Mauerstetten;9724;39,9;3398;13,9;4344;17,8;4354;17,9;895;3,7;470;1,9;141;0,6
09777183;09777183 - Gemeinde Rettenbach a.Auerberg;gemeinde;Gemeinde Rettenbach a.Auerberg;8365;30,6;7208;26,3;5592;20,4;2567;9,4;1319;4,8;399;1,5;356;1,3
097771730013;Briefwahl 3;briefwahlbezirk;Gemeinde Halblech;11887;46,9;5246;20,7;3225;12,7;2716;10,7;848;3,3;260;1,0;81;0,3
097771410002;Stimmbezirk 2 (Blonhofen und Gerbishofen);stimmbezirk;Markt Kaltental;4195;46,4;1443;16,0;1614;17,8;1045;11,6;91;1,0;108;1,2;57;0,6
097771400002;0002 Pfarrheim Beckstetten;stimmbezirk;Gemeinde Jengen;2309;39,5;1038;17,8;1025;17,6;735;12,6;488;8,4;132;2,3;27;0,5
097771510045;Mittelschule, Klassenzimmer 125, OG;briefwahlbezirk;Stadt Marktoberdorf;6585;36,2;5589;30,8;1107;6,1;1588;8,7;1778;9,8;342;1,9;500;2,8
097775748;Verwaltungsgemeinschaft Buchloe;verbandsgemeinde;Verwaltungsgemeinschaft Buchloe;;;;;;;;;;;;;;
097771400022;0022 Briefwahl Jengen 2 - Gymnasium Buchloe, EG Zimmer 018;briefwahlbezirk;Gemeinde Jengen;8137;40,0;4721;23,2;2769;13,6;1835;9,0;1297;6,4;271;1,3;200;1,0
097775772;Verwaltungsgemeinschaft Stötten a.Auerberg;verbandsgemeinde;Verwaltungsgemeinschaft Stötten a.Auerberg;;;;;;;;;;;;;;
097771240001;Eggenthal;stimmbezirk;Gemeinde Eggenthal;6452;43,5;2749;18,5;2683;18,1;1396;9,4;529;3,6;124;0,8;78;0,5
097771250001;Eisenberg 1;stimmbezirk;Gemeinde Eisenberg;6683;46,8;2879;20,2;1847;12,9;1228;8,6;492;3,4;196;1,4;61;0,4
097771350011;Hopferau 11;briefwahlbezirk;Gemeinde Hopferau;8357;41,0;6148;30,2;1682;8,3;1335;6,6;930;4,6;188;0,9;81;0,4
097771540006;Obg - Stimmbezirk VI;stimmbezirk;Markt Obergünzburg;2606;28,4;2298;25,0;1879;20,4;1607;17,5;372;4,0;63;0,7;10;0,1
09777140;09777140 - Gemeinde Jengen;gemeinde;Gemeinde Jengen;33379;40,6;19057;23,2;11846;14,4;8678;10,6;3918;4,8;1231;1,5;436;0,5
097771210003;0003 Comenius-Grundschule Buchloe, Aula 1;stimmbezirk;Stadt Buchloe;2734;32,6;1021;12,2;1667;19,9;986;11,8;713;8,5;177;2,1;105;1,3
097771290010;Realschule Zimmer 010;stimmbezirk;Stadt Füssen;4199;42,2;1082;10,9;2549;25,6;512;5,1;1049;10,5;70;0,7;38;0,4
097771820001;Stimmbezirk 1 (Westendorf);stimmbezirk;Gemeinde Westendorf;5294;35,8;3417;23,1;3754;25,4;1188;8,0;402;2,7;27;0,2;57;0,4
097771510004;Mittelschule, EG Haupteingang;stimmbezirk;Stadt Marktoberdorf;2412;25,3;2700;28,3;1196;12,5;1413;14,8;1123;11,8;332;3,5;58;0,6
097771300013;Briefwahlbezirk 3;briefwahlbezirk;Gemeinde Germaringen;8211;49,8;2580;15,7;1554;9,4;2108;12,8;787;4,8;261;1,6;116;0,7
097775752;Verwaltungsgemeinschaft Biessenhofen;verbandsgemeinde;Verwaltungsgemeinschaft Biessenhofen;;;;;;;;;;;;;;
09777176;09777176 - Gemeinde Untrasried;gemeinde;Gemeinde Untrasried;20497;37,6;15697;28,8;7659;14,1;5671;10,4;1576;2,9;783;1,4;252;0,5
097771210015;0015 Kita Buchloer Storchenkinder;stimmbezirk;Stadt Buchloe;4669;34,1;1879;13,7;2025;14,8;2766;20,2;1099;8,0;364;2,7;101;0,7
097771490011;Lengenwang 11;briefwahlbezirk;Gemeinde Lengenwang;12907;39,0;9096;27,5;4061;12,3;2574;7,8;1077;3,3;561;1,7;448;1,4
097771290006;Realschule Zimmer 012;stimmbezirk;Stadt Füssen;3662;40,2;756;8,3;2298;25,2;688;7,6;1155;12,7;70;0,8;35;0,4
097771510012;Mehrzweckhalle Geisenried, Haupteingang;stimmbezirk;Stadt Marktoberdorf;4526;36,0;2978;23,7;2151;17,1;1914;15,2;329;2,6;171;1,4;171;1,4
09777121;09777121 - Stadt Buchloe;gemeinde;Stadt Buchloe;113970;34,1;50665;15,1;47031;14,1;52256;15,6;30749;9,2;4779;1,4;2093;0,6
097771590001;Kappel, Weißbach;stimmbezirk;Gemeinde Pfronten;5045;40,3;2057;16,5;1234;9,9;1833;14,7;1072;8,6;272;2,2;58;0,5
097771580001;Pforzen - Grundschule Pforzen -Aula-;stimmbezirk;Gemeinde Pforzen;8736;39,3;3833;17,3;5513;24,8;2322;10,5;678;3,1;206;0,9;186;0,8
097771290026;Rathaus - Liegenschaftsverwaltung A.104;briefwahlbezirk;Stadt Füssen;4244;46,0;1561;16,9;566;6,1;965;10,5;1188;12,9;50;0,5;27;0,3
097771510032;Mittelschule, Klassenzimmer 005, EG;briefwahlbezirk;Stadt Marktoberdorf;6227;32,3;6024;31,2;1520;7,9;2506;13,0;1442;7,5;122;0,6;458;2,4
097771180301;Grundschule Bidingen;stimmbezirk;Gemeinde Bidingen;6144;39,0;1851;11,8;4655;29,6;1658;10,5;530;3,4;162;1,0;175;1,1
